# spec: probe-log-2.9.29.27278.md
# sha256: 61ebfd3132178c831468edcc64fd75a1158e1e8dc405e5eff7e13f617bb61323
# generated: 2026-09-03 (re-stamped after rename; rows from the 2026-09-02 review)
subject	kind	status	claim	section	anchor
getbeacons	dependency		getBeacons() returns 164 entries with beaconId, callsign, direction, display_name, frequency (Hz), position, positionGeo, sceneObjects, type and an optional channel.	Airfield, beacon and radio tables, hook	`getBeacons()`: 164 entries `{beaconId, callsign, direction, display_name,
getbeacons	dependency		Beacon type values over the 164 entries are 8 (64), 16408 (21), 16424 (21), 16640 (13), 16896 (13), 4 (6), 33024 (6), 33280 (6), 1 (5), 128 (4), 4136 (3), 4104 (2), not the small type numbers 1 to 8 in older community notes alone.	Airfield, beacon and radio tables, hook	values over the 164: 8 (64), 16408 (21), 16424 (21), 16640 (13), 16896
getbeacons	dependency		Beacon position is {[1]=x, [2]=alt, [3]=z}.	Airfield, beacon and radio tables, hook	frequency (Hz), position={[1]=x, [2]=alt, [3]=z}, positionGeo={latitude,
getbeacons	dependency		beaconId is a string (airfield12_0).	Airfield, beacon and radio tables, hook	longitude}, sceneObjects={"t:NNN"}, type, channel?}`; `beaconId` is a
getbeacons	dependency		channel is present on 27 entries.	Airfield, beacon and radio tables, hook	string (`airfield12_0`); `channel` is present on 27 entries; `type`
getbeacons	dependency		sceneObjects uses the same t:NNN instance ids as notInstances.lua.	Airfield, beacon and radio tables, hook	`sceneObjects` uses the same `t:NNN` instance ids as
getradio	dependency		getRadio() returns 21 entries with radioId, callsign, frequency={[0..3]={0, Hz}}, role and sceneObjects.	Airfield, beacon and radio tables, hook	`getRadio()`: 21 entries `{radioId, callsign, frequency={[0..3]={0, Hz}},
getradio	dependency		Radio role values are ground, tower and approach.	Airfield, beacon and radio tables, hook	role={"ground","tower","approach"}, sceneObjects}`; `radioId` is a
getradio	dependency		radioId is a string (airfield12_0).	Airfield, beacon and radio tables, hook	string (`airfield12_0`); `callsign` is an array of `{<lang> = {name,
getradio	dependency		callsign is an array of {<lang> = {name, name}} tables, e.g. {{common = {"Anapa", "Anapa"}}} and {{nato = {"Batumi", "Batumi"}}, {ussr = {"Druzhinnik", "Druzhinnik"}}}.	Airfield, beacon and radio tables, hook	name}}` tables (`{{common = {"Anapa", "Anapa"}}}`, `{{nato = {"Batumi",
getradio	dependency		frequency indices 0..3 hold 3.75, 38.4, 121 and 250 MHz at Anapa, i.e. HF, FM, VHF, UHF.	Airfield, beacon and radio tables, hook	indices 0..3 hold 3.75, 38.4, 121 and 250 MHz at Anapa, i.e. HF, FM,
caucasus projection	dependency		The Caucasus transverse Mercator row uses lon_0 = 33, k_0 = 0.9996, WGS84, easting offset 99517, northing offset 4998115.	Projection check, Caucasus	The transverse Mercator row for Caucasus (`lon_0 = 33`, `k_0 = 0.9996`,
caucasus projection	dependency		The PROJ string is +proj=tmerc +lat_0=0 +lon_0=33 +k_0=0.9996 +x_0=-99517 +y_0=-4998115 +datum=WGS84 +units=m.	Projection check, Caucasus	`+proj=tmerc +lat_0=0 +lon_0=33 +k_0=0.9996 +x_0=-99517 +y_0=-4998115
projection forward direction	dependency		The forward projection emits (z, x).	Projection check, Caucasus	+datum=WGS84 +units=m`, forward emits `(z, x)`) was checked against
projection check	dependency		The check used eight live pairs: three convertLatLonToMeters / coord.LLtoLO inputs and five convertMetersToLatLon outputs.	Projection check, Caucasus	eight live pairs from this session: three `convertLatLonToMeters` /
projection check	dependency		Maximum error is 0.5 m in either axis, the rounding of five-decimal lat/lon.	Projection check, Caucasus	error 0.5 m in either axis, which is the rounding of five-decimal
caucasus projection	dependency		The Caucasus row is correct on 2.9.29.27278.	Projection check, Caucasus	lat/lon. The row is correct on 2.9.29.27278. The other six theatre rows
projection check	nongoal		The other six theatre rows and the fill sentinels were not re-measured in this session.	Projection check, Caucasus	and the fill sentinels were not re-measured in this session.
projection pair	dependency		42.26709 N 42.69685 E maps to DCS (−272918, 700542) with error 0.0, 0.0 m.	Projection check, Caucasus	| 42.26709 | 42.69685 | −272918, 700542 |
projection pair	dependency		42.31000 N 42.67000 E maps to DCS (−268401, 697778) with error −0.4, −0.2 m.	Projection check, Caucasus	| 42.31000 | 42.67000 | −268401, 697778 |
projection pair	dependency		43.55000 N 39.95000 E maps to DCS (−152699, 461956) with error +0.2, +0.5 m.	Projection check, Caucasus	| 43.55000 | 39.95000 | −152699, 461956 |
projection pair	dependency		42.16669 N 42.40710 E maps to DCS (−286787, 677859) with error −0.3, −0.3 m.	Projection check, Caucasus	| 42.16669 | 42.40710 | −286787, 677859 |
projection pair	dependency		42.10064 N 42.37913 E maps to DCS (−294387, 676359) with error −0.2, +0.1 m.	Projection check, Caucasus	| 42.10064 | 42.37913 | −294387, 676359 |
projection pair	dependency		42.19157 N 42.60435 E maps to DCS (−282187, 693859) with error −0.3, −0.4 m.	Projection check, Caucasus	| 42.19157 | 42.60435 | −282187, 693859 |
projection pair	dependency		42.08576 N 42.54717 E maps to DCS (−294487, 690459) with error +0.3, −0.3 m.	Projection check, Caucasus	| 42.08576 | 42.54717 | −294487, 690459 |
projection pair	dependency		42.24962 N 42.36141 E maps to DCS (−277987, 673059) with error −0.1, −0.3 m.	Projection check, Caucasus	| 42.24962 | 42.36141 | −277987, 673059 |
coalition.addstaticobject	dependency		Statics were spawned in the mission state with coalition.addStaticObject(country.id.RUSSIA, {name, type, category, x, y=z, heading=0, dead=false}).	Scenery clearing by spawned statics	Mission state, `coalition.addStaticObject(country.id.RUSSIA, {name, type,
scenery clearing counts	definition		Counts are world.searchObjects SCENERY spheres, radius as stated, centred at ground height.	Scenery clearing by spawned statics	`world.searchObjects` SCENERY spheres, radius as stated, centred at ground
scenery clearing	dependency		A FARP (Heliports) at site A (−273278, 700392) on a warehouse cleared 18 objects in 120 m to 0; nearest survivor a light pole at 159 m.	Scenery clearing by spawned statics	A (−273278, 700392), on a warehouse | 18 in 120 m | 0 |
scenery clearing	dependency		A FARP_SINGLE_01 at site D (−272918, 700542), city centre, cut 9 objects in 150 m to 2; nearest survivor 166 m.	Scenery clearing by spawned statics	D (−272918, 700542), city centre | 9 in 150 m | 2 |
scenery clearing	dependency		A FARP_SINGLE_01 at site C (−272700, 700700), sparse, left 4 objects in 200 m unchanged; nearest 177 m.	Scenery clearing by spawned statics	C (−272700, 700700), sparse | 4 in 200 m, nearest 177 m | 4 |
scenery clearing	dependency		A Hangar A (Fortifications) at site B (−273000, 700100), housing, left 18 objects in 120 m unchanged.	Scenery clearing by spawned statics	B (−273000, 700100), housing | 18 in 120 m | 18 |
scenery clearing	dependency		Rings around site A after the FARP: 0 objects to 150 m, 11 at 150–200 m, 16 at 200–250 m, then normal density.	Scenery clearing by spawned statics	Rings around site A after the FARP: 0 objects to 150 m, 11 at 150–200 m,
scenery clearing	dependency		One removed house at 167 m by centre sat outside 150 m, so removal is by object extent against a clearing zone.	Scenery clearing by spawned statics	167 m by centre) sat outside 150 m, so removal is by object extent
heliport clearing radius	dependency		Heliport-category statics clear scenery in about a 150 m radius regardless of pad size.	Scenery clearing by spawned statics	- Heliport-category statics clear scenery in about a 150 m radius,
building static	dependency		A building static clears nothing.	Scenery clearing by spawned statics	regardless of pad size. A building static clears nothing.
scenery clearing	dependency		Removal is immediate at spawn; the count changed within the chunk that spawned the object.	Scenery clearing by spawned statics	- Removal is immediate at spawn: the count changed within the same
shared scene	dependency		terrain.getObjectsAtMapPoint in the hook returns nil at the cleared warehouse's centre afterwards.	Scenery clearing by spawned statics	- `terrain.getObjectsAtMapPoint` in the hook returns nil at the cleared
shared scene	dependency		The terrain module and the mission state share one scene.	Scenery clearing by spawned statics	warehouse's centre afterwards, so the terrain module and the mission
scenery pass	constraint		An extract's scenery pass must run in a mission with no heliports placed.	Scenery clearing by spawned statics	state share one scene. An extract's scenery pass must run in a mission
staticobject.destroy	dependency		StaticObject.destroy on the FARP returns without error, isExist stays true, and cleared scenery does not return.	Scenery clearing by spawned statics	- `StaticObject.destroy` on the FARP returns without error, `isExist`
farp static	dependency		A FARP is an airbase.	Scenery clearing by spawned statics	stays true (a FARP is an airbase), and the cleared scenery does not
object.category.static	dependency		The spawned Hangar A appears under Object.Category.STATIC; the FARP does not.	Scenery clearing by spawned statics	- The spawned `Hangar A` appears under `Object.Category.STATIC`, the FARP
theatre survey method	definition		Each map was measured with the Mission Editor open, no mission, in the hook state.	Projection, bounds and fill for every installed theatre	Mission Editor open on each map, no mission, hook state. Per map: `id`,
theatre survey method	definition		Per map the survey took id, bounds, defaultBullseye and 20 convertMetersToLatLon samples on a 4 × 5 lattice over the central 60 % of the bounds rectangle.	Projection, bounds and fill for every installed theatre	samples on a 4 × 5 lattice over the central 60 % of the bounds rectangle,
fill sentinel test	definition		GetHeight, GetSurfaceType and GetSurfaceHeightWithSeabed were sampled at three points 500 km outside the rectangle.	Projection, bounds and fill for every installed theatre	three points 500 km outside the rectangle. The samples are in
projection-samples	dependency		Samples are in projection-samples/<id>.txt as x z lat lon.	Projection, bounds and fill for every installed theatre	`projection-samples/<id>.txt` (`x z lat lon`) with `fit.py`, which fits a
fit.py	dependency		fit.py fits a transverse Mercator on WGS84 with k_0 = 0.9996 and integer lon_0, then refits all four parameters freely.	Projection, bounds and fill for every installed theatre	transverse Mercator on WGS84 with `k_0 = 0.9996` and integer `lon_0`, then
theatre row	dependency		Caucasus: lon_0 33, offsets 99517/4998115, residual 0.5 m over 8 live pairs, bounds −600,−560 to 380,1130, fill not re-measured, 21 airdromes.	Projection, bounds and fill for every installed theatre	| `Caucasus` | 33 | 99517 | 4998115 |
theatre row	dependency		SinaiMap: lon_0 33, offsets −169222/3325313, residual 0.000 m, bounds −500,−280 to 500,560, fill 0/sea/100, 56 airdromes.	Projection, bounds and fill for every installed theatre	| `SinaiMap` | 33 | −169222 | 3325313 |
theatre row	dependency		Afghanistan: lon_0 63, offsets 300150/3759657, residual 0.000 m, bounds −1180,−534 to 532,757, fill 5.000005/land/0, 29 airdromes.	Projection, bounds and fill for every installed theatre	| `Afghanistan` | 63 | 300150 | 3759657 |
theatre row	dependency		Syria: lon_0 39, offsets −282801/3879866, residual 0.000 m, bounds −460,−400 to 380,500, fill 0/sea/100, 225 airdromes.	Projection, bounds and fill for every installed theatre	| `Syria` | 39 | −282801 | 3879866 |
theatre row	dependency		PersianGulf: lon_0 57, offsets −75756/2894933, residual 0.000 m, bounds −460,−900 to 800,800, fill 10.00001/land/0, 30 airdromes.	Projection, bounds and fill for every installed theatre	| `PersianGulf` | 57 | −75756 | 2894933 |
theatre row	dependency		GermanyCW: lon_0 21, offsets −35427.62/6061633.128, residual 0.000 m, bounds −600,−1100 to 200,−300, fill 5.000005/land/0, 227 airdromes.	Projection, bounds and fill for every installed theatre	| `GermanyCW` | 21 | −35427.62 | 6061633.128 |
theatre row	dependency		MarianaIslands: lon_0 147, offsets −238418/1491840, residual 0.000 m, bounds −300,−800 to 1000,800, fill 0/sea/100, 8 airdromes.	Projection, bounds and fill for every installed theatre	| `MarianaIslands` | 147 | −238418 | 1491840 | 0.000 m | −300, −800 | 1000, 800 |
theatre row	dependency		MarianaIslandsWWII: lon_0 147, offsets −238418/1491840, residual 0.000 m, bounds −300,−500 to 1000,500, fill 0/sea/100, 11 airdromes.	Projection, bounds and fill for every installed theatre	| `MarianaIslandsWWII` | 147 | −238418 | 1491840 |
offset convention	dependency		PROJ +x_0 is the negated easting offset and +y_0 the negated northing offset, as DCS applies them.	Projection, bounds and fill for every installed theatre	Offsets are as DCS applies them: PROJ `+x_0` is the negated easting offset
projection forward direction	dependency		The forward direction emits (z_dcs, x_dcs).	Projection, bounds and fill for every installed theatre	`(z_dcs, x_dcs)`. The free fit returned `k_0 = 0.9996000` and integer
projection model	dependency		The free fit returned k_0 = 0.9996000 and integer lon_0 on every map, so the model is exact, not approximate.	Projection, bounds and fill for every installed theatre	`lon_0` on every map, so the model is exact, not approximate. Every fill
fill value	dependency		Every fill value equals the one recorded on 2.9.28.	Projection, bounds and fill for every installed theatre	value equals the one recorded on 2.9.28; the sea-fill maps report seabed
fill seabed	dependency		Sea-fill maps report seabed 100 outside the map, the third channel separating fill from in-bounds sea.	Projection, bounds and fill for every installed theatre	100 outside the map, which is the third channel that separates fill from
black sea depth	dependency		In-bounds Black Sea off Batumi reads seabed 63 to 96.	Projection, bounds and fill for every installed theatre	in-bounds sea (in-bounds Black Sea off Batumi reads 63 to 96).
defaultbullseye	dependency		defaultBullseye is {0, 0} for both coalitions on PersianGulf and MarianaIslands.	Projection, bounds and fill for every installed theatre	`defaultBullseye` is `{0, 0}` for both coalitions on `PersianGulf` and
defaultbullseye	constraint		A consumer cannot treat defaultBullseye as always meaningful.	Projection, bounds and fill for every installed theatre	`MarianaIslands`; a consumer cannot treat it as always meaningful.
seaenabled	dependency		seaEnabled is true and getTerrainShpare() is FLAT on all eight maps.	Projection, bounds and fill for every installed theatre	`seaEnabled` is true and `getTerrainShpare()` is `FLAT` on all eight.
spec-review measurements	dependency		The spec-review measurements were taken on the same build and machine with a mission running (phase sim) while reviewing the specs.	Spec-review measurements, 2026-09-02	Same build, same machine, mission running (phase `sim`), taken while
hook state	dependency		_VERSION is Lua 5.1; string.pack, bit and jit are nil.	Spec-review measurements, 2026-09-02	Hook state: `_VERSION` is `Lua 5.1`; `string.pack`, `bit` and `jit` are
hook state	dependency		io.open works on install files but the file handle's metatable has only close, flush, lines, read, write (no seek).	Spec-review measurements, 2026-09-02	has only `close`, `flush`, `lines`, `read`, `write` (no `seek`);
lfs	dependency		lfs.attributes(path, "size") returns 6293651208 for Caucasus.surface5.	Spec-review measurements, 2026-09-02	`lfs.attributes(path, "size")` returns 6293651208 for
hook state	dependency		f:read(1048576) returns 1 MiB in 9.0 ms.	Spec-review measurements, 2026-09-02	`Caucasus.surface5`; `f:read(1048576)` returns 1 MiB in 9.0 ms;
lfs	dependency		lfs.currentdir() is the install root and lfs.writedir() is Saved Games.	Spec-review measurements, 2026-09-02	`lfs.currentdir()` is the install root and `lfs.writedir()` is Saved
hook state	dependency		loadfile, setfenv, os.clock, log.write, DCS.setUserCallbacks, DCS.getModelTime and net.dostring_in are present.	Spec-review measurements, 2026-09-02	`DCS.setUserCallbacks`, `DCS.getModelTime`, `net.dostring_in` are
hook state	dependency		A loop of 2 000 000 iterations doing two table lookups, a math.floor and three modulos runs in 115 ms (about 17 million iterations per second).	Spec-review measurements, 2026-09-02	`math.floor` and three modulos runs in 115 ms (about 17 million
net.dostring_in	dependency		net.dostring_in("server", src) returns two values: the chunk's return value as a string and a boolean.	Spec-review measurements, 2026-09-02	`net.dostring_in("server", src)` returns two values: the chunk's return
net.dostring_in	dependency		return 1, 2 gives ("1", true); error('boom') gives the error message and false.	Spec-review measurements, 2026-09-02	`error('boom')` gives the error message and `false`. A 65 536-byte
net.dostring_in	dependency		A 65 536-byte return takes under 0.1 ms and a 3 000 000-byte return 18 ms.	Spec-review measurements, 2026-09-02	return takes under 0.1 ms and a 3 000 000-byte return 18 ms.
surface tile timing	dependency		A full 256 × 256 land.getSurfaceType tile at 50 m around Kutaisi, row-major in one chunk, is 65 536 bytes in 147 ms.	Spec-review measurements, 2026-09-02	row-major, one chunk: 65 536 bytes in 147 ms. A 20 km
searchobjects timing	dependency		A 20 km world.searchObjects sphere at Kutaisi airfield serialised to one line per object (getName, getTypeName, getPoint) is 3 175 900 bytes in 525 ms.	Spec-review measurements, 2026-09-02	per object (`getName`, `getTypeName`, `getPoint`): 3 175 900 bytes in
kutaisi reference point	dependency		terrain.GetHeight(−284887, 683859) at the Kutaisi reference point is 45.010047 and land.getHeight there is 45.010048.	Spec-review measurements, 2026-09-02	45.010047; `land.getHeight` at the same point is 45.010048;
kutaisi reference point	dependency		At the Kutaisi reference point GetSurfaceType is land, GetSurfaceHeightWithSeabed is (45.01, 0) and land.getSurfaceType is 5 (RUNWAY).	Spec-review measurements, 2026-09-02	`GetSurfaceType` is `land`, `GetSurfaceHeightWithSeabed` is (45.01, 0),
land.getsurfacetype	dependency		land.SurfaceType is {LAND=1, SHALLOW_WATER=2, WATER=3, ROAD=4, RUNWAY=5}.	Spec-review measurements, 2026-09-02	`land.SurfaceType` is `{LAND=1, SHALLOW_WATER=2, WATER=3, ROAD=4,
object.category	dependency		Object.Category is {VOID=0, UNIT=1, WEAPON=2, STATIC=3, BASE=4, SCENERY=5, CARGO=6}.	Spec-review measurements, 2026-09-02	RUNWAY=5}`; `Object.Category` is `{VOID=0, UNIT=1, WEAPON=2, STATIC=3,
world.volumetype	dependency		world.VolumeType is {SEGMENT=0, BOX=1, SPHERE=2, PYRAMID=3}.	Spec-review measurements, 2026-09-02	BASE=4, SCENERY=5, CARGO=6}`; `world.VolumeType` is `{SEGMENT=0, BOX=1,
airbase.category	dependency		Airbase.Category is {AIRDROME=0, HELIPAD=1, SHIP=2}.	Spec-review measurements, 2026-09-02	SPHERE=2, PYRAMID=3}`; `Airbase.Category` is `{AIRDROME=0, HELIPAD=1,
world.getairbases	dependency		world.getAirbases() returns 21 airbases and no helipads.	Spec-review measurements, 2026-09-02	SHIP=2}`. `world.getAirbases()` returns 21 airbases, no helipads, and
airdromes	dependency		Airbase:getID() equals the Airdromes table key (Batumi 22, Kutaisi 25).	Spec-review measurements, 2026-09-02	`Airbase:getID()` equals the `Airdromes` table key (Batumi 22, Kutaisi
getrunwayheading	dependency		getRunwayHeading(Kutaisi.rn4) is −1.8500649, equal to getRunwayList(...)[1].course.	Spec-review measurements, 2026-09-02	`getRunwayHeading(Kutaisi.rn4)` is −1.8500649, equal to
fill inside authored rectangle	dependency		A 1 km lattice over nodesMapBorders (368 905 points, 6.6 s) reads exactly 5.000005 with surface land at 11 843 points, all along the rectangle's edges.	Spec-review measurements, 2026-09-02	`nodesMapBorders` (368 905 points, 6.6 s) reads exactly 5.000005 with
fill inside authored rectangle	dependency		The first fill hits are the column x = −418 119 for every z.	Spec-review measurements, 2026-09-02	first hits are the column x = −418 119 for every z), and reads within
fill inside authored rectangle	dependency		500 points read within 0.5 m of 5 m without being exact fill.	Spec-review measurements, 2026-09-02	0.5 m of 5 m without being exact fill at 500 points. Outside the
fill inside authored rectangle	dependency		Outside the authored rectangle but inside the bounds rectangle (x −600 000..−420 000, z −560 000..100 000, 118 800 points) 113 780 are exact fill and the rest is sea.	Spec-review measurements, 2026-09-02	z −560 000..100 000, 118 800 points) 113 780 are exact fill; the rest is
terrain container	dependency		Caucasus.surface5 has version 2, header size 0x30, payload field 43 964 216 (file 6 293 651 208) and class landscape5::Surface5File.	Spec-review measurements, 2026-09-02	header size 0x30, payload field 43 964 216 (file 6 293 651 208), class
terrain container	dependency		Caucasus.rn4 has payload 203 468 160, equal to the file size, and class landscape4::lRoadNetwork.	Spec-review measurements, 2026-09-02	`landscape5::Surface5File`; `Caucasus.rn4` payload 203 468 160 (equal to
terrain container	dependency		Caucasus.scn5 has payload 11 888 248 (file 1 140 069 192) and class landscape5::Scene5File.	Spec-review measurements, 2026-09-02	11 888 248 (file 1 140 069 192), `landscape5::Scene5File`;
terrain container	dependency		Caucasus.routes has payload 978 211 232 (file 980 525 840) and class landscape4::lRoutesFile.	Spec-review measurements, 2026-09-02	`Caucasus.routes` payload 978 211 232 (file 980 525 840),
terrain container	dependency		AirfieldsTaxiways/Kutaisi.rn4 has payload 183 288, equal to the file size.	Spec-review measurements, 2026-09-02	183 288 equal to the file size. The payload field is the container's
terrain container	dependency		The payload field is the container's own and is not the file size for .surface5, .scn5 and .routes.	Spec-review measurements, 2026-09-02	own and is not the file size for `.surface5`, `.scn5` and `.routes`.
terrain directories	dependency		Terrain directories on this install are Afghanistan, Caucasus, GermanyColdWar, Kola, MarianaIslands, MarianasWWII, Nevada, PersianGulf, Sinai and Syria.	Spec-review measurements, 2026-09-02	`GermanyColdWar`, `Kola`, `MarianaIslands`, `MarianasWWII`, `Nevada`,
terrain directories	dependency		Data files are named by theatre id (Sinai/Surface/SinaiMap.surface5, GermanyColdWar/roads/GermanyColdWar.rn4, MarianasWWII/Scenes/MarianasWWII.scn5).	Spec-review measurements, 2026-09-02	(`Sinai/Surface/SinaiMap.surface5`, `GermanyColdWar/roads/
map lua files	dependency		Every installed theatre has Map/towns.lua and MissionGenerator/nodes.lua.	Spec-review measurements, 2026-09-02	installed theatre has `Map/towns.lua` and `MissionGenerator/nodes.lua`;
nodesmapborders	dependency		Only Caucasus has nodesMapBorders in entry.lua.	Spec-review measurements, 2026-09-02	only Caucasus has `nodesMapBorders` in `entry.lua`. `towns.lua` begins
map lua files	dependency		towns.lua begins local gettext = require("i_18n") / local _ = gettext.translate and sets the global towns.	Spec-review measurements, 2026-09-02	`local gettext = require("i_18n")` / `local _ = gettext.translate` and
map lua files	dependency		nodes.lua sets the global missionNodes with redPos, bluePos, name, id and template lists.	Spec-review measurements, 2026-09-02	sets the global `towns`; `nodes.lua` sets the global `missionNodes`
hook callbacks	dependency		onSimulationFrame fires at the main menu and in the Mission Editor, and no callback fires during a mission load.	Spec-review measurements, 2026-09-02	`onSimulationFrame` fires at the main menu and in the Mission Editor,
hook callbacks	dependency		The bridge's own hook (DcsApiEval.lua, "The watch loop", D36) records that measurement and ticks from every callback for that reason.	Spec-review measurements, 2026-09-02	(`DcsApiEval.lua`, "The watch loop", D36) records that measurement and
controller.istargetdetected	nongoal		Controller.isTargetDetected through woods was not measured; it is moot because no vegetation objects exist.	Not measured	`Controller.isTargetDetected` through woods (moot: no vegetation objects
installed theatres	dependency		Kola and Nevada are not installed.	Not measured	exist). Kola and Nevada are not installed.
plan measurements	definition		The X7a and C8a measurements were taken on the same build and machine, mission running, in the hook state.	Plan measurements X7a and C8a, 2026-09-02	Same build and machine, mission running, hook state.
terrain.getclosestpointonroads	dependency		Snapping 441 lattice seeds at 1 km in a 20 × 20 km box around Kutaisi airfield with getClosestPointOnRoads took 72 ms, 0.16 ms per call.	Plan measurements X7a and C8a, 2026-09-02	...)`: 72 ms, 0.16 ms per call; 309 seeds snapped more than 500 m; 126
terrain.getclosestpointonroads	dependency		309 of the 441 seeds snapped more than 500 m and 126 seeds have another seed's snap within 100 m.	Plan measurements X7a and C8a, 2026-09-02	seeds have another seed's snap within 100 m. 200 `findPathOnRoads`
terrain.findpathonroads	dependency		200 findPathOnRoads calls between each seed's snap and its nearest other snap had mean pair distance 231 m, mean path length 1 367 m, mean 18.3 points and no nil.	Plan measurements X7a and C8a, 2026-09-02	distance 231 m, mean path length 1 367 m, mean 18.3 points, no nil):
terrain.findpathonroads	dependency		The 200 short findPathOnRoads calls took 122 ms total, 0.61 ms mean: 166 under 1 ms, 24 at 1 ms, 2 at 2 ms.	Plan measurements X7a and C8a, 2026-09-02	122 ms total, 0.61 ms mean, 166 calls under 1 ms, 24 at 1 ms, 2 at 2 ms,
terrain.findpathonroads	dependency		8 of the 200 short calls took between 6 and 18 ms; os.clock resolution is 1 ms.	Plan measurements X7a and C8a, 2026-09-02	8 between 6 and 18 ms (`os.clock` resolution 1 ms). The 16 ms figure in
terrain.findpathonroads	dependency		The 16 ms figure in Roads, hook is the 23 km path; a 1 km path is 25× cheaper.	Plan measurements X7a and C8a, 2026-09-02	"Roads, hook" is the 23 km path; a 1 km path is 25× cheaper.
world.searchobjects	dependency		A 600 km SCENERY sphere at (−110 000, 285 000) returns 888 859 objects with 263 distinct type names in 2.8 s in the mission state.	Plan measurements X7a and C8a, 2026-09-02	sphere at (−110 000, 285 000): 888 859 objects, 263 distinct type
scenery catalogue	behavior		One example position per model, then getObjectsAtMapPoint at that position in the hook, gives a footprint for 237 models and nil for 26.	Plan measurements X7a and C8a, 2026-09-02	footprint for 237 models and nil for 26 (parked vehicles and radars:
scenery catalogue	dependency		The 26 models without a footprint are parked vehicles and radars (GAZ-66, BTR-80, KAMAZ-*, URAL_*, RSP*, RSBN*, PRW-11, RLS-37, ATZ-60) plus NASOS, UKRYTIE and MOST(ROAD)BIG_END.	Plan measurements X7a and C8a, 2026-09-02	`RLS-37`, `ATZ-60`, plus `NASOS`, `UKRYTIE`, `MOST(ROAD)BIG_END`).
blk_light_pole	dependency		BLK_LIGHT_POLE is 295 779 objects, 33 % of the whole-theatre catalogue.	Plan measurements X7a and C8a, 2026-09-02	`BLK_LIGHT_POLE` is 295 779 objects (33 %). The full table is
scenery catalogue	definition		The full catalogue is caucasus-scenery-catalogue.tsv with model, count, life, getDesc().category, displayName, OBB w, d, radius and type per model.	Plan measurements X7a and C8a, 2026-09-02	`caucasus-scenery-catalogue.tsv` (model, count, life, `getDesc().category`,
scenery catalogue	dependency		displayName is empty for every model except GAZ-66 (Truck GAZ-66, category 2) and BTR-80 (APC BTR-80, category 2); every other model has category 4.	Plan measurements X7a and C8a, 2026-09-02	("APC BTR-80", category 2); every other model has `category` 4. The
scenery catalogue	dependency		The core spec's rules alone class 34.8 % of objects misc, 57.8 % building, 7.4 % industrial and no model wall.	Plan measurements X7a and C8a, 2026-09-02	core spec's rules alone class 34.8 % of objects `misc`, 57.8 %
scenery catalogue	dependency		concrete_wall_01 from the 5 m lattice probe does not appear among the 263 catalogue names; see Objects the mission state cannot see.	Plan measurements X7a and C8a, 2026-09-02	from the 5 m lattice probe does not appear among the 263 names; see
scenery catalogue	dependency		type values seen in the catalogue are 65536, 65537 and 196608 (IN_PAVEMENT_BI_DERECTIONAL_WHITE_WHITE).	Plan measurements X7a and C8a, 2026-09-02	"Objects the mission state cannot see"). `type` values seen: 65536,
invisible objects	definition		The measurement was a 5 m lattice over 9 km² of Kutaisi city through terrain.getObjectsAtMapPoint, mission running on Caucasus, giving 78 distinct (type, model) pairs.	Objects the mission state cannot see, 2026-09-02	through `terrain.getObjectsAtMapPoint` gave 78 distinct (`type`,
invisible objects	definition		For each pair a world.searchObjects SCENERY sphere of 15 m radius at the object's centre was asked for an object whose tostring(getName()) equals the hook id.	Objects the mission state cannot see, 2026-09-02	15 m radius at the object's centre was asked for an object whose
invisible objects	dependency		Every type 65536 object (28 models) and every type 65537 object (46 models) was found.	Objects the mission state cannot see, 2026-09-02	(28 models) and every `type` 65537 object (46 models) was found; none
invisible objects	dependency		None of the four type 131072 objects (wire, powertranspole_rail_01, kran-stroi, kran_bash) was found, nor in the STATIC, BASE or UNIT categories within 25 m.	Objects the mission state cannot see, 2026-09-02	of the four `type` 131072 objects was (`wire`, `powertranspole_rail_01`,
invisible objects	dependency		concrete_wall_01 (sizeOBB 0.08 × 4) was not found on the 9 km² lattice this time, so its type is not recorded.	Objects the mission state cannot see, 2026-09-02	found on the 9 km² lattice this time; its `type` is not recorded, and
invisible objects	dependency	UNVERIFIED	concrete_wall_01's absence from the 263-model catalogue matches the 131072 pattern.	Objects the mission state cannot see, 2026-09-02	its absence from the 263-model catalogue matches the 131072 pattern.
scenery object	dependency		The hook's id is a Lua string on every object (78 of 78); the mission state's getName() is a Lua number.	Objects the mission state cannot see, 2026-09-02	The hook's `id` is a Lua string on every object (78 of 78); the mission
searchobjects timing	definition		Scenery sphere cost was measured with one chunk per sphere returning one line per object (getName, getTypeName, getPoint).	Objects the mission state cannot see, 2026-09-02	Scenery sphere cost, one chunk per sphere returning one line per
searchobjects timing	dependency		A 20 km scenery sphere at Kutaisi airfield returns 64 992 objects, 3 175 900 bytes, in 479 ms server time and 479 ms round trip.	Objects the mission state cannot see, 2026-09-02	| Kutaisi airfield | 20 km | 64 992 | 3 175 900 | 479 | 479 |
searchobjects timing	dependency		A 15 km scenery sphere at Kutaisi airfield returns 38 408 objects, 1 870 667 bytes, in 225 ms server time and 226 ms round trip.	Objects the mission state cannot see, 2026-09-02	| Kutaisi airfield | 15 km | 38 408 | 1 870 667 | 225 | 226 |
